City,Long,Lat,Longg,,,,,,,,,,,,Point x
Powell 1.0 SW,-96.3405,32.11,96.3405,0,0.04,0.25,0.01,0,0,0,0,,,,0.3
Princeton 1.4 WNW,-96.5278,33.19,96.5278,,0.12,,,0.13,,,,,,,0.25
Princeton 2.0 SSE,-96.4896,33.16,96.4896,0,0.07,0.03,0.07,0.07,0,0,0,,,,0.24
PROCTOR                       ,-98.49,31.97,-98.49,0,0,0.15,0.24,,,,,,,,0.39
PROSPER                       ,-96.81,33.24,-96.81,,,,,0,,,,,,,0
Prtuzmand Road @ Ditch Amelia C/O,-94.1778,30.08,-94.1778,0.55,2.01,8.86,5.98,19.65,4.92,0,,,,,41.97
Quanah 0.1 NW,-99.7442,34.3,99.7442,0,0,0,0,0,0,0,0,,,,0
QUITMAN                  6 ENE,-95.53,32.81,-95.53,,,0,0.14,,,,,,,,0.14
Quitman 6.9 N,-95.4354,32.89,95.4354,0,0,0,0,0,0,0,0,,,,0
RAISIN 3 WSW/COLETO CREEK,-97.16,28.73,-97.16,0.26,9.16,,,,0,,,,,,9.42
RALLS                         ,-101.38,33.67,-101.38,,,0,0,,,,,,,,0
Rancho Viejo 0.7 E,-97.5465,26.03,97.5465,0.19,0,0.31,0,0,0,0,0,,,,0.5
Randolph Air Force Base,-98.28,29.53,-98.28,Aug 25-28 12z,,,,,,,,,,,4.23
Ranger 2.1 W,-98.71,32.47,98.71,,0.15,,,,,,,,,,0.15
Ransom Canyon 0.4 ENE,-101.6754,33.53,101.6754,0,0,0,0,0,0,0,0,,,,0
Ravenna 1.7 SE,-96.2237,33.65,96.2237,0,0,0,0,0,0,0,0,,,,0
Raymond 4.8 S,-98.3976,33.81,98.3976,0.16,0.25,0,0,0,0,0,0,,,,0.41
Realitos 0.7 SW,-98.5376,27.44,98.5376,0,0.08,0.23,0,,,,,,,,0.31
Red Rock 1.2 N,-97.449,29.98,97.449,,2.64,11.94,3.49,0.05,0,0,0,,,,18.12
Red Rock 5.0 ESE,-97.3702,29.94,97.3702,0.25,2.56,11.57,4.89,,,,,,,,19.27
Refugio 1.0 NNW,-97.2797,28.32,97.2797,0.46,,,13,,,,,,,,13.46
RICHARDS                 2 NE ,-95.75,30.54,-95.75,,,,9.81,,,,,,,,9.81
Richardson 2.4 WSW,-96.7479,32.96,96.7479,0,0.08,0,0.15,0.27,0,0,0,,,,0.5
Richland Hills 0.5 W,-97.2338,32.81,97.2338,,,,,,0,0,0,,,,0
RICHMOND                      ,-95.76,29.58,-95.76,0.24,6.68,11.03,6.93,5.41,0.05,0,,,,,30.34
Richmond 2.3 SE,-95.74,29.56,95.74,0.07,6.61,9.63,6.54,6.51,,,,,,,29.36
Richmond 2.9 NE,-95.7318,29.61,95.7318,0.2,8.69,7.11,13.37,7.19,,0,0,,,,36.56
Richmond 3.4 NE,-95.7268,29.62,95.7268,0.32,9.6,10.5,10.5,5.36,,0,0,,,,36.28
Richmond 4.4 NNE,-95.739,29.64,95.739,,7.45,6.44,14.06,5.3,0.12,0,0,,,,33.37
Richmond 4.6 SE,-95.7221,29.53,95.7221,0,7.17,8.55,6.63,5.26,0.09,0,0,,,,27.7
Ridgewood Detention @ 7th Street,-94.1253,30.1,-94.1253,0.31,2.6,8.86,5.35,16.22,5.12,0.04,,,,,38.5
RIO GRANDE CITY          1 ESE,-98.8,26.37,-98.8,0,0,0,0,0,,,,,,,0
Rio Grande City 17.7 NE,-98.603,26.54,98.603,0,0,0,0,0,0,0,0,,,,0
Rio Hondo 7.9 E,-97.4576,26.21,97.4576,0.16,0.25,0.06,0,0,0,0,0,,,,0.47
Rising Star 0.3 NW,-98.9696,32.1,98.9696,,,1.26,0.11,,,,,,,,1.37
RIVERSIDE                     ,-95.4,30.86,-95.4,0.2,,,,,1.08,,,,,,1.28
Riverside 2.0 WNW,-95.4309,30.86,95.4309,0.1,0.05,10.6,10.2,1.02,0.33,0,0,,,,22.3
ROANOKE                       ,-97.23,33,-97.23,,,0.04,0.05,0,0,,,,,,0.09
ROARING SPRINGS               ,-100.85,33.94,-100.85,,,0,0,,,,,,,,0
ROBERT LEE                    ,-100.5,31.89,-100.5,,,,0,,,,,,,,0
Robstown 6.2 ENE,-97.5743,27.85,97.5743,,,,,,0,0,0,,,,0
Rock Springs 12 NE,-100.07,30.13,-100.07,Aug 25-28 12z,,,,,,,,,,,0.12
Rockdale 3.6 SSW,-97.0317,30.61,97.0317,,,7.7,3.83,0.15,,,,,,,11.68
Rockne 1.9 NNW,-97.441,30.02,97.441,0.15,3.1,14,3.38,,,,,,,,20.63
ROCKPORT                      ,-97.04,28.09,-97.04,1.04,1.84,Missing,Missing,Missing,Missing,,,,,,2.88
Rockport 0.6 N,-97.0531,28.05,97.0531,1.43,,,,,,,,,,,1.43
Rockport 3.0 NNW,-97.0626,28.08,97.0626,,,,,0,0,0,0,,,,0
Rocksprings 11.8 ENE,-100.023,30.06,100.023,1.46,0.01,0.09,0.39,0.02,0,0,0,,,,1.97
Rocksprings 5.4 NW,-100.2825,30.07,100.2825,1.28,0,0.06,0.04,0.01,0,0,0,,,,1.39
Rocksprings 6.2 S,-100.2071,29.93,100.2071,1.62,0,0,0.04,,,,0,,,,1.66
Rocksprings 8.5 WSW,-100.3424,29.97,100.3424,0.47,0,0,0.03,0,0,0,0,,,,0.5
Rocksprings 8.9 SE,-100.0903,29.94,100.0903,1.14,,0.04,0.28,0,0,0,0,,,,1.46
Rockwall 1.6 NNE,-96.4469,32.94,96.4469,0.17,0,0,0.51,0,0,0,0,,,,0.68
Rockwall 2.0 NW,-96.4795,32.94,96.4795,0,0.11,0.01,0.27,0.09,0,0,0,,,,0.48
Rockwall 3.1 SSW,-96.4843,32.88,96.4843,0,0.18,0,0,0,0,0,,,,,0.18
Rollingwood 2.8 SW,-97.8241,30.25,97.8241,0,1.33,4.4,1.28,0.02,0,0,0,,,,7.03
Roman Forest 1.9 ENE,-95.1316,30.19,95.1316,,,,,,,0,0,,,,0
Romayor/Trinity River,-94.8506,30.43,-94.8506,,,,,,,,,,,,30.1
Ropesville 5.8 NNW,-102.1883,33.49,102.1883,,,,,0.05,,,,,,,0.05
ROSANKY                  1 W  ,-97.31,29.93,-97.31,0.11,2.77,11.38,6.47,0.01,0,,,,,,20.74
Rosanky 4.5 N,-97.286,30,97.286,0.02,3.29,13.26,5.03,0.02,0,0,0,,,,21.62
Roscoe 3.5 WNW,-100.5947,32.47,100.5947,0,0.36,0,0,0,0,0,0,,,,0.36
Rosebud 5.4 W,-97.0659,31.07,97.0659,,,1.95,0.9,,,,,,,,2.85
Rosebud 6.9 WNW,-97.0751,31.13,97.0751,0,0.55,0.95,0.82,0,0,0,0,,,,2.32
Rosebud 7.0 WNW,-97.0866,31.11,97.0866,0,0.33,1.5,0.79,0,0,0,,,,,2.62
Rotan 0.3 S,-100.4643,32.85,100.4643,,1.2,0,0,0,0,0,0,,,,1.2
ROUND MOUNTAIN          10 WNW,-98.34,30.45,-98.34,0,0.3,2.02,0.87,0,,,,,,,3.19
ROUND MOUNTAIN          11 WNW,-98.51,30.48,-98.51,0,0.05,1.46,0.41,0,,,,,,,1.92
Round Mountain 1 NE,-98.34,30.44,-98.34,Aug 25-28 12z,,,,,,,,,,,3.17
Round Mountain 12.7 ESE,-98.1676,30.35,98.1676,,0.9,1.5,0.77,,,,,,,,3.17
Round Mountain 2 S,-98.34,30.4,-98.34,Aug 25-28 12z,,,,,,,,,,,3.41
Round Mountain 8 WSW,-98.42,30.4,-98.42,Aug 25-28 12z,,,,,,,,,,,2.71
Round Rock,-97.68,30.51,-97.68,Aug 25-28 12z,,,,,,,,,,,7
Round Rock #17,-.,,,Aug 25-28 12z,,,,,,,,,,,5.16
Round Rock 1.3 ESE,-97.6509,30.51,97.6509,,0.69,4.04,1.72,0.05,0,0,,,,,6.5
Round Rock 1.6 WSW,-97.6972,30.51,97.6972,0.02,0.65,4.44,1.48,0.03,0,0,0,,,,6.62
Round Rock 2 ESE,-97.65,30.5,-97.65,Aug 25-28 12z,,,,,,,,,,,4.27
Round Rock 2 NW,-97.7,30.53,-97.7,Aug 25-28 12z,,,,,,,,,,,4.02
Round Rock 2.1 SW,-97.6966,30.5,97.6966,,,4.4,,,,,,,,,4.4
Round Rock 2.2 ESE,-97.6399,30.5,97.6399,0,0.84,4.56,2.04,0.04,0,0,0,,,,7.48
Round Rock 2.5 WNW,-97.7129,30.53,97.7129,0.12,0.34,1.97,0.73,0.04,0,,,,,,3.2
Round Rock 3.0 NE,-97.6398,30.55,97.6398,0.01,0.82,4.4,2.1,0.04,0,0,0,,,,7.37
Round Rock 3.3 SE,-97.627,30.49,97.627,,1.16,5.01,2.08,0,0,0,0,,,,8.25
Round Rock 3.8 NNW,-97.6946,30.57,97.6946,0.34,,,,0.01,0,0,0,,,,0.35
Round Rock 4.6 E,-97.5944,30.52,97.5944,,0.8,4.12,2.36,0.06,0,,,,,,7.34
Round Top 0.2 W,-96.6983,30.06,96.6983,,6.5,7.25,7.78,0.08,,,,,,,21.61
Rowlett 2.3 NW,-96.5769,32.93,96.5769,0,0.02,0.02,0.29,0,0,0,0,,,,0.33
Rule 0.5 NW,-99.8994,33.19,99.8994,0,0.68,0,0,0,0,0,0,,,,0.68
Rummel Creek @ Brittmoore Road,-95.5701,29.78,-95.5701,1.04,9.2,16.32,6.24,1.6,0,0,,,,,34.4
Runaway Bay 0.7 SSW,-97.8727,33.17,97.8727,0.16,0,0,0,0,0,0,0,,,,0.16
RUNGE                         ,-97.7,28.89,-97.7,0.52,2.75,1.31,0.87,,,,,,,,5.45
Rush Ditch at Hwy 1663,-94.4524,29.86,-94.4524,1.74,2.75,14.65,10.04,14.01,2.01,0,,,,,45.2
Rusk 3.8 SW,-95.1847,31.75,95.1847,,,,,0.32,,,,,,,0.32
Rusty Allen AP,-97.97,30.5,-97.97,Aug 25-28 12z,,,,,,,,,,,3.87
SABINAL                       ,-99.49,29.36,-99.49,0,0,0.14,0,,,,,,,,0.14
Sabinal 0.5 NNE,-99.4653,29.33,99.4653,0,0,0.14,0,0,0,0,0,,,,0.14
Sabine Pass 10 NW,-94.01,29.83,-94.01,Aug 24-Sep 1 12z,,,,,,,,,,,20.28
Sabine Pass 12 WNW,-94.08,29.8,-94.08,Aug 24-Sep 1 12z,,,,,,,,,,,36.3
Sabine Pass 12 WSW,-94.08,29.66,-94.08,Aug 24-Sep 1 12z,,,,,,,,,,,27.99
Sabine Pass 18 WSW,-94.17,29.63,-94.17,Aug 24-Sep 1 12z,,,,,,,,,,,34.37
Sabine Pass 3 NW,-93.93,29.76,-93.93,Aug 24-Sep 1 12z,,,,,,,,,,,35.87
Sabine Pass 9 WSW,-94.03,29.68,-94.03,Aug 24-Sep 1 12z,,,,,,,,,,,26.69
Sabine Ranch @ Ditch 550,-94.1739,29.77,-94.1739,1.81,3.23,5.63,6.53,19.81,3.58,0,,,,,40.59
Sachse 0.4 NE,-96.5764,32.98,96.5764,0,0.13,,,,,0,0,,,,0.13
Sachse 1.0 NE,-96.5674,32.98,96.5674,0,0.11,0,0.01,0.02,0,0,,,,,0.14
Sadler 3.2 N,-96.8505,33.73,96.8505,0.17,0.02,0,0,,,,,,,,0.19
Saginaw 1.0 SSW,-97.3729,32.85,97.3729,1.9,0,0.09,1.13,0,0,0,0,,,,3.12
Saginaw 1.5 WNW,-97.389,32.87,97.389,1.54,0.14,0.15,0.84,,,,,,,,2.67
Salado 1.0 WSW,-97.541,30.95,97.541,,,,,0,,,,,,,0
Salado 1.5 S,-97.524,30.93,97.524,0.1,0.35,2.13,0.66,0,0,0,0,,,,3.24
Salado 2.4 NNW,-97.5362,30.98,97.5362,0,0.24,1.48,0.52,,,,,,,,2.24
Salado 5.5 SW,-97.5801,30.89,97.5801,0.29,0.27,2.02,0.85,,0,0,0,,,,3.43
Salado 5.7 WNW,-97.6174,30.97,97.6174,0.02,,1.86,0.34,,,,,,,,2.22
SAN ANGELO                    ,-100.44,31.46,-100.44,,,0.23,,,,,,,,,0.23
SAN ANGELO                    ,-100.49,31.37,-100.49,,,0.18,0,,,,,,,,0.18
SAN ANGELO                    ,-100.49,31.37,-100.49,,,0.31,0,,,,,,,,0.31
San Angelo 1.0 NNW,-100.4565,31.46,100.4565,0.48,0.11,,,,,,,,,,0.59
San Angelo 12.1 NW,-100.5876,31.58,100.5876,0.13,,0.08,,,,,,,,,0.21
San Angelo 2.2 WSW,-100.4853,31.43,100.4853,0.88,0.48,0.09,,,,,,,,,1.45
San Angelo 2.5 NW,-100.4769,31.48,100.4769,1.48,0.02,0.28,0,0,0,0,0,,,,1.78
San Angelo 2.5 SW,-100.4874,31.43,100.4874,0.49,0.41,0.13,0,0,0,0,0,,,,1.03
San Angelo 2.6 N,-100.4544,31.48,100.4544,2.9,,0.13,,,,,,,,,3.03
San Angelo 3.3 WSW,-100.5003,31.42,100.5003,0.38,0.24,0.17,,,,,,,,,0.79
San Angelo 3.5 WSW,-100.5053,31.42,100.5053,0.35,0.19,0.15,0.01,0,0,0,0,,,,0.7
San Angelo 3.8 SW,-100.4929,31.4,100.4929,,0,0.15,0,0,0,0,,,,,0.15
San Angelo 4.0 S,-100.4405,31.39,100.4405,0.06,,,,,,,,,,,0.06
San Angelo 4.0 WSW,-100.5118,31.42,100.5118,0.14,,,,0,0,0,0,,,,0.14
San Angelo 5.5 SSW,-100.4884,31.37,100.4884,0.21,0,0.34,0,0,0,0,0,,,,0.55
San Angelo 5.8 SSW,-100.4883,31.37,100.4883,0.27,,0.26,,,,,,,,,0.53
San Antonio 1 W,-98.51,29.42,-98.51,Aug 25-28 12z,,,,,,,,,,,1.31
San Antonio 10.1 SSE,-98.4306,29.33,98.4306,,0.67,0.94,0.24,,0,,,,,,1.85
San Antonio 13.0 W,-98.7181,29.49,98.7181,0,0.12,0.14,0.05,0,0,0,0,,,,0.31
San Antonio 14.1 W,-98.7366,29.42,98.7366,0,0.21,0.45,0.15,0,,,,,,,0.81
San Antonio 3 S,-98.49,29.37,-98.49,Aug 25-28 12z,,,,,,,,,,,1.98
San Antonio 3 SSE,-98.48,29.38,-98.48,Aug 25-28 12z,,,,,,,,,,,1.66
San Antonio 5.1 W,-98.5883,29.47,98.5883,0.9,,0.52,,,,,,,,,1.42
San Antonio 7.8 NNW,-98.535,29.57,98.535,0.13,0.43,1.18,,,,,,,,,1.74
SAN ANTONIO 8 NNE,-98.45,29.53,-98.45,0,0.34,1.77,0.26,,,,,,,,2.37
San Antonio 8.0 NNW,-98.5529,29.53,98.5529,0.97,0.23,0.9,0.19,0,0,0,0,,,,2.29
San Antonio 8.1 SSE,-98.4601,29.35,98.4601,0.2,0.3,1.2,0.08,0,0,0,0,,,,1.78
SAN ANTONIO Int'l AP            ,-98.47,29.53,-98.47,0.25,0.37,1.39,0.18,,,,,,,,2.19
San Antonio River,-.,,,Aug 25-28 12z,,,,,,,,,,,2.79
San Antonio River @ Mitchell St,-.,,,Aug 25-28 12z,,,,,,,,,,,1.5
San Antonio River @ South L,-.,,,Aug 25-28 12z,,,,,,,,,,,1.75
San Antonio/Medina River,-98.49,29.26,-98.49,Aug 25-28 12z,,,,,,,,,,,1.41
San Antonio/Salado Creek,-.,,,Aug 25-28 12z,,,,,,,,,,,3.66
San Antonio/Salado Creek,-.,,,Aug 25-28 12z,,,,,,,,,,,2.17
San Antonio/San Antonio River,-.,,,Aug 25-28 12z,,,,,,,,,,,1.6
SAN ANTONIO/Stinson          ,-98.47,29.34,-98.47,0.14,0.21,1.09,0.19,,,,,,,,1.63
SAN AUGUSTINE                 ,-94.15,31.4,-94.15,0,0,0.76,3.28,1.26,2.7,,,,,,8
San Benito 0.9 SSE,-97.6306,26.12,97.6306,0.06,0.16,0.23,0,0,0,0,0,,,,0.45
San Benito 6.3 ENE,-97.5407,26.17,97.5407,0.14,0.05,0.16,0,0,0,0,0,,,,0.35
San Benito 8.7 ENE,-97.5089,26.19,97.5089,,,0.43,,,,,,,,,0.43
San Diego 0.7 SW,-98.2464,27.75,98.2464,0,0.5,0.7,0,,,,0,,,,1.2
San Felipe 1.0 WNW,-96.1211,29.8,96.1211,0.01,5.65,5.31,9.19,3.12,0.01,0,0,,,,23.29
San Jacinto River @ US 59,-95.258,30.03,-95.258,0.44,6.04,16.6,5.56,4.4,0,0,,,,,33.04
San Jacinto River @ US 90,-95.0931,29.88,-95.0931,0.96,4.68,16.44,5.56,4.68,0,0,,,,,32.32
San Leanna 0.1 SSE,-97.8183,30.14,97.8183,0.04,1.34,6.2,1.4,0.01,,0,0,,,,8.99
SAN MANUEL                    ,-98.12,26.57,-98.12,,0,,0,0,,,,,,,0
SAN MARCOS              16 W  ,-98.2,29.87,-98.2,1.39,0.82,4.76,0.64,0,,,,,,,7.61
San Marcos 1.2 NNW,-97.938,29.9,97.938,,8.27,,,,,,,,,,8.27
San Marcos 1.4 W (BurlesonSt),-97.9531,29.88,97.9531,,,6.3,1.86,,,,,,,,8.16
San Marcos 1.6 NW,-97.9504,29.89,97.9504,0,,,0,0,0,0,0,,,,0
San Marcos 1.8 NW,-97.9529,29.89,97.9529,,1.44,6.15,1.84,,,,,,,,9.43
San Marcos 1.8 SSW,-97.9421,29.86,97.9421,0,1.35,5.55,2.18,0,0,,0,,,,9.08
San Marcos 10.4 WNW,-98.095,29.92,98.095,0.36,0.93,6.24,1.12,0.01,0,0,0,,,,8.66
San Marcos 2.3 WNW,-97.966,29.89,97.966,0,1.11,5.39,1.9,0.02,0,0,0,,,,8.42
San Marcos 2.3 WNW,-97.9668,29.89,97.9668,,1.2,5.59,1.84,0,0,0,0,,,,8.63
San Marcos 2.8 WSW,-97.9703,29.86,97.9703,0,1.37,6.88,2.21,0,0,0,0,,,,10.46
San Marcos 2.9 WNW,-97.9708,29.9,97.9708,0,1.2,6.07,2.07,0,0,0,0,,,,9.34
San Marcos 4.1 WSW,-97.9905,29.85,97.9905,0,,,,0,,,0,,,,0
San Marcos 4.3 N,-97.9358,29.94,97.9358,,1.15,6.51,2.03,,,,,,,,9.69
San Marcos 5.8 N,-97.918,29.96,97.918,0.03,2,5.64,2.06,0.02,,,,,,,9.75
San Marcos 6.3 WSW,-98.0287,29.85,98.0287,0,0.95,4.87,1.8,0.01,0,0,0,,,,7.63
San Marcos 6.6 SSW,-97.9589,29.79,97.9589,,,3.83,,,,,,,,,3.83
San Marcos 6.8 SSW,-97.9693,29.79,97.9693,0,1.26,5.84,2.17,0.04,0,0,0,,,,9.31
San Marcos 7.1 S,-97.9414,29.78,97.9414,,,,1.6,,0,,,,,,1.6
San Marcos 7.1 W,-98.0477,29.89,98.0477,,1.08,6.77,1.69,,,,,,,,9.54
San Marcos 8.1 W,-98.0621,29.9,98.0621,0,0.93,5.1,1.38,0,0,0,0,,,,7.41
SAN SABA                      ,-98.72,31.21,-98.72,0,0,0.07,0.9,0,,,,,,,0.97
SAN SABA                 4 SW ,-98.76,31.16,-98.76,0,0,0.06,0.35,0,,,,,,,0.41
SAN SABA                 6 S  ,-98.71,31.11,-98.71,0,0,0.16,0.45,0,,,,,,,0.61
SAN SABA                 7 NW ,-98.76,31.28,-98.76,0.14,0,0,0.43,0.13,,,,,,,0.7
SAN SABA                 8 E  ,-98.56,31.22,-98.56,0.02,0,0.05,0.21,0.01,,,,,,,0.29
SAN SABA                 8 W  ,-98.86,31.18,-98.86,0.03,0,0.14,0.68,0.14,,,,,,,0.99
SAN SABA                 9 E  ,-98.58,31.22,-98.58,,,0.11,0.22,,,,,,,,0.33
SAN SABA                15 SW ,-98.92,31.08,-98.92,0,0,0.28,0.91,0.05,,,,,,,1.24
San Saba 7.3 ENE,-98.6146,31.24,98.6146,0.31,0,0.12,0.22,0,0,0,0,,,,0.65
San Ygnacio 2.3 SE,-99.4136,27.02,99.4136,0.04,0.08,0,0.03,0,0,0,0,,,,0.15
SAN_MARCOS_(AWOS)             ,-97.87,29.9,-97.87,,1.37,5.91,,,,,,,,,7.28
Sandia 5.1 NNW,-97.9172,28.08,97.9172,0,3.55,0,0,0,0,0,0,,,,3.55
SANDY HARBOR                  ,-98.43,30.56,-98.43,0,0.01,0.72,0.26,0,,,,,,,0.99
Sanger 1.8 WSW,-97.2063,33.35,97.2063,0.49,0.08,0,0,0,0,0,0,,,,0.57
Sanger 5.4 NW,-97.2522,33.41,97.2522,0.19,0.05,0,0,0,0,0,0,,,,0.24
Santa Fe,-95.1255,29.36,-95.1255,,,,Partial,,,,,,,,18.67
Santa Fe 0.7 S,-95.099,29.37,95.099,2.92,5.12,19.38,5.75,11.85,1.68,0,0,,,,46.7
Santa Fe 2.5 S,-95.0926,29.35,95.0926,,,,,,0,0,,,,,0
Santa Fe 3 ENE,-95.05,29.39,-95.05,Aug 25-31 12z,,,,,,,,,,,54.77
SANTA ROSA               3 WNW,-97.87,26.27,-97.87,,0.14,,0,0,,,,,,,0.14
SARGENT                  1 ENE,-95.66,28.84,-95.66,2.01,3.86,0.96,2.62,3.19,0.03,0,,,,,12.67
SARITA                   7 E  ,-97.68,27.22,-97.68,0.97,1.3,,,,,,,,,,2.27
Sarita 5 W,-97.88,27.21,-97.88,,0.93,,,,,,,,,,0.93
Scenic Oaks 0.8 SW,-98.6841,29.7,98.6841,0,0.17,0.95,0.47,0,0,0,0,,,,1.59
Schertz 1 N,-98.27,29.57,-98.27,Aug 25-28 12z,,,,,,,,,,,2.89
Schertz 2.2 N,-98.2554,29.59,98.2554,0,1.34,1.94,0.43,0.02,0,0,0,,,,3.73
Schertz 4.5 NNE,-98.2472,29.62,98.2472,0,0.68,2.54,0.4,0,0,0,0,,,,3.62
SCHULENBURG              2 WNW,-96.95,29.7,-96.95,,,0.04,,,,,,,,,0.04
SCOTLAND                      ,-98.47,33.66,-98.47,,,,0,0,,,,,,,0
Seadrift 4.9 ENE,-96.639,28.44,96.639,0.98,,0.77,,,,,,,,,1.75
Sealy 0.3 WNW,-96.1581,29.78,96.1581,0.21,5.45,4.53,8.26,3.28,0.01,0,0,,,,21.74
Sealy 1.9 NNE,-96.1392,29.8,96.1392,0.11,5.4,5.92,9.64,2.2,0.01,0,0,,,,23.28
SEGUIN                   1 SSW,-97.97,29.55,-97.97,,1.71,5.09,2,0,0,,,,,,8.8
Seguin 0.6 SE,-97.9632,29.57,97.9632,0,1.86,5.21,1.96,0,,0,0,,,,9.03
Seguin 2.3 NE,-97.9472,29.61,97.9472,0.02,1.41,4.13,1.87,0.01,0,0,,,,,7.44
Seguin 2.7 ESE,-97.9268,29.56,97.9268,0.01,,,1.59,0.01,0,0,0,,,,1.61
Seguin 3.1 ENE,-97.9205,29.59,97.9205,,5.2,3.65,1.13,,,,0,,,,9.98
Seguin 4.1 S,-97.969,29.52,97.969,0.41,1.58,5.12,1.8,0.02,,,,,,,8.93
Seguin 5.0 SSE,-97.9378,29.51,97.9378,0.53,1.75,5.31,1.96,0.02,0,,0,,,,9.57
Seguin 7.6 N,-97.9916,29.69,97.9916,0,1.08,5.33,2.02,0.02,0,0,0,,,,8.45
Seguin 9.4 SW,-98.0803,29.48,98.0803,0,1.1,0,1.15,0.25,0,0,0,,,,2.5
Seguin/Guadelupe River,-97.97,29.55,-97.97,Aug 25-28 12z,,,,,,,,,,,11.95
Selma 1 WNW,-98.33,29.59,-98.33,Aug 25-28 12z,,,,,,,,,,,0.48
Selma 1 WSW,-98.33,29.57,-98.33,Aug 25-28 12z,,,,,,,,,,,2.11
Selma/Cibolo Creek,-98.31,29.59,-98.31,Aug 25-28 12z,,,,,,,,,,,2.86
Seminole 0.7 W,-102.6647,32.72,102.6647,,,0.1,,,,,,,,,0.1
SEVEN SISTERS            9 N  ,-98.52,28.13,-98.52,,0.93,1.1,,,,,,,,,2.03
SEYMORE                 11 NW ,-99.39,33.7,-99.39,,,0,0,,,,,,,,0
SEYMOUR                  1 NNW,-99.27,33.61,-99.27,,,0,0,,,,,,,,0
SEYMOUR                 16 NNE,-99.15,33.76,-99.15,,,0,0,,,,,,,,0
Shady Shores 3.9 N,-97.0532,33.22,97.0532,0.21,0.03,0.02,0,0,0,0,0,,,,0.26
Shafter 0.8 SSW,-104.3099,29.81,104.3099,0,1.28,,0,0,0,0,0,,,,1.28
Shallowater 0.4 ESE,-101.9853,33.69,101.9853,0,0,0.08,0,0.07,,,,,,,0.15
Shallowater 1.2 SSE,-101.9863,33.67,101.9863,0,0.05,0,0,0,0,,0,,,,0.05
Shavano Park 0.8 W,-98.568,29.58,98.568,0.37,0.28,1.2,0.17,0,0,0,0,,,,2.02
Shavano Park 1.1 W,-98.5739,29.59,98.5739,0.28,0.12,1.57,0.22,,,,,,,,2.19
Shavano Park 2 N,-98.55,29.61,-98.55,Aug 25-28 12z,,,,,,,,,,,1.13
Shavano Park 3.4 SW,-98.6023,29.56,98.6023,0.29,0.32,0.79,0.17,,,,,,,,1.57
Shavano Park 3.7 W,-98.6171,29.59,98.6171,0.04,,0.94,0.27,,,,,,,,1.25
SHELDON TX/Lake Houston,-95.14,29.91,-95.14,0.04,,,,,,,,,,,0.04
Sherman 3.6 NW,-96.6551,33.65,96.6551,0.86,0,0,0,0,0,0,0,,,,0.86
Sherman 5.1 WSW,-96.6911,33.59,96.6911,1.31,0.01,,,,,,,,,,1.32
Sherman 5.2 ESE,-96.5256,33.59,96.5256,,,,,,,,0,,,,0
Shiner 4.1 NE,-97.1283,29.48,97.1283,1.15,3.26,10.5,5.1,0.35,0,0,0,,,,20.36
Shiner 5.1 ESE,-97.0905,29.41,97.0905,0.07,3.25,8,3.68,0.25,0,0,0,,,,15.25
Shiner 5.8 ENE,-97.0879,29.47,97.0879,1.23,2.66,10.05,5.12,0.13,,,,,,,19.19
Sierra Blanca 12.9 N,-105.3536,31.36,105.3536,0.06,0.21,,,,,,,,,,0.27
SILVER VALLEY            6 NNE,-99.47,32.03,-99.47,,,0.02,0,,,,,,,,0.02
Sims Bayou @ Hiram-Clarke Road,-95.4458,29.6186,-95.445833,1.8,6.48,10.72,8.4,2.16,0,0,,,,,29.56
Sims Bayou @ Martin Luther King Road,-95.3368,29.64,-95.3368,1.32,8.52,10.72,9,3.44,0,0,,,,,33
Sims Bayou @ SH 288,-95.3867,29.63,-95.3867,1.36,5.16,11.72,9.08,2.96,0,0,,,,,30.28
Sims Bayou @ Telephone Road,-95.289,29.67,-95.289,1.2,9.68,13.56,9.08,4.08,0,0,,,,,37.6
SISTERDALE                    ,-98.73,29.98,-98.73,,0.41,0.56,0.13,0,,,,,,,1.1
Sisterdale 5.7 N,-98.7262,30.06,98.7262,,0.15,1.15,0.15,,,0,,,,,1.45
SLATON                   5 SE ,-101.6,33.37,-101.6,,,0,0,,,,,,,,0
SLAYTON                       ,-101.62,33.46,-101.62,,,0,0,,,,,,,,0
Slide 0.6 SSW,-101.9356,33.4,101.9356,,,0.02,,,,,,,,,0.02
Smith Gully @ SH 146,-94.898,29.83,-94.898,0.92,4.72,27.36,5.08,4.56,0,0,,,,,42.64
Smith Point Sewer,-94.7697,29.53,-94.7697,1.97,2.84,6.26,6.37,5.87,0,0,,,,,23.31
Smithson Valley 1 W,-98.36,29.8,-98.36,Aug 25-28 12z,,,,,,,,,,,5.46
SMITHVILLE                    ,-97.15,30.02,-97.15,,,12.9,,,,,,,,,12.9
SMITHVILLE                    ,-97.16,30.01,-97.16,0,3.3,13.98,6.32,0.01,0,,,,,,23.61
Smithville 2.2 N,-97.1583,30.04,97.1583,,3.8,,,18.7,,,,,,,22.5
Smithville 4.8 NNW,-97.194,30.07,97.194,,2.42,10.05,4.55,,,,,,,,17.02
Smithville 5.0 NNW,-97.1775,30.08,97.1775,0.1,2.93,13.22,4.9,0,,,,,,,21.15
Smithville 5.4 NNW,-97.1944,30.08,97.1944,0.01,3.61,11,4.78,0.01,0,0,0,,,,19.41
